Date,Status,Flight_Number,Airline,Airline_Code,Direction,Origin,Destination,Sched_Departure_Date,Sched_Departure_Time,Actual_Departure_Date,Actual_Departure_Time,Departure_Delay_mins,Actual_Arrival_Date,Actual_Arrival_Time,Arrival_Delay_mins,Duration,Hour_Slot
"Sat, 16. Aug",Landed,LH757 DLH757,Lufthansa,LH/DLH,Departure,,Frankfurt (FRA / EDDF),16 Aug,02:40 IST,16 Aug,03:52 IST,1.0,16 Aug,08:34 CEST,29.0,,01:00:00
"Sat, 16. Aug",Landed,6E5179 IGO63DM,IndiGo,6E/IGO,Departure,,Hyderabad (HYD / VOHS),16 Aug,02:45 IST,16 Aug,03:10 IST,25.0,16 Aug,04:12 IST,-7.0,,01:00:00
"Sat, 16. Aug",Landed,MK749 MAU749,Air Mauritius,MK/MAU,Departure,,Port Louis (MRU / FIMP),16 Aug,02:45 IST,16 Aug,03:46 IST,1.0,16 Aug,07:45 UTC+04,15.0,,01:00:00
"Sat, 16. Aug",Landed,6E138 IGO427C,IndiGo,6E/IGO,Departure,,Kolkata (CCU / VECC),16 Aug,02:45 IST,16 Aug,03:17 IST,32.0,16 Aug,05:34 IST,4.0,,01:00:00
"Sat, 16. Aug",Landed,KU302 KAC302,Kuwait Airways,KU/KAC,Departure,,Kuwait City (KWI / OKBK),16 Aug,02:50 IST,16 Aug,04:40 IST,1.0,16 Aug,05:21 UTC+03,41.0,,01:00:00
"Sat, 16. Aug",Landed,AI2812 AIC2812,Air India,AI/AIC,Departure,,Bangalore (BLR / VOBL),16 Aug,02:55 IST,16 Aug,03:20 IST,25.0,16 Aug,04:37 IST,-27.0,,01:00:00
"Sat, 16. Aug",Landed,6E136 IGO136,IndiGo,6E/IGO,Departure,,Chennai (MAA / VOMM),16 Aug,03:00 IST,16 Aug,03:44 IST,44.0,16 Aug,05:04 IST,-5.0,,01:00:00
"Sat, 16. Aug",Landed,6E6045 IGO6045,IndiGo,6E/IGO,Departure,,Delhi (DEL / VIDP),16 Aug,03:00 IST,16 Aug,03:40 IST,40.0,16 Aug,05:23 IST,8.0,,02:00:00
"Sat, 16. Aug",Landed,SV773 SVA773,Saudi Arabian Airlines,SV/SVA,Departure,,Jeddah (JED / OEJN),16 Aug,03:05 IST,16 Aug,03:45 IST,40.0,16 Aug,05:18 UTC+03,28.0,,02:00:00
"Sat, 16. Aug",Landed,UL142 ALK142,SriLankan Airlines,UL/ALK,Departure,,Colombo (CMB / VCBI),16 Aug,03:10 IST,16 Aug,03:49 IST,39.0,16 Aug,05:50 UTC+0530,10.0,,02:00:00
"Sat, 16. Aug",Landed,XY322 KNE322,flynas,XY/KNE,Departure,,Riyadh (RUH / OERK),16 Aug,03:55 IST,16 Aug,04:49 IST,54.0,16 Aug,05:47 UTC+03,17.0,,02:00:00
"Sat, 16. Aug",Landed,6E1071 IGO1071,IndiGo,6E/IGO,Departure,,Phuket (HKT / VTSP),16 Aug,03:55 IST,16 Aug,05:17 IST,1.0,16 Aug,10:57 UTC+07,52.0,,02:00:00
"Sat, 16. Aug",Landed,VS359 VIR359,Virgin Atlantic,VS/VIR,Departure,,London (LHR / EGLL),16 Aug,04:05 IST,16 Aug,04:29 IST,24.0,16 Aug,08:47 BST,-52.0,,02:00:00
"Sat, 16. Aug",Landed,ET611 ETH611,Ethiopian Airlines,ET/ETH,Departure,,Addis Ababa (ADD / HAAB),16 Aug,04:05 IST,16 Aug,05:33 IST,1.0,16 Aug,12:56 EAT,5.0,,02:00:00
"Sat, 16. Aug",Landed,AI921 AIC921,Air India,AI/AIC,Departure,,Riyadh (RUH / OERK),16 Aug,04:05 IST,16 Aug,04:27 IST,22.0,16 Aug,05:39 UTC+03,-20.0,,02:00:00
"Sat, 16. Aug",Landed,J260 AHY060,AZAL Azerbaijan Airlines,J2/AHY,Departure,,Baku (GYD / UBBB),16 Aug,04:05 IST,16 Aug,05:06 IST,1.0,16 Aug,07:42 UTC+04,7.0,,02:00:00
"Sat, 16. Aug",Landed,QR557 QTR21Y,Qatar Airways,QR/QTR,Departure,,Doha (DOH / OTHH),16 Aug,04:10 IST,16 Aug,05:11 IST,1.0,16 Aug,05:19 UTC+03,24.0,,02:00:00
"Sat, 16. Aug",Landed,6E1312 IGO1312,IndiGo,6E/IGO,Departure,,Krabi (KBV / VTSG),16 Aug,04:15 IST,16 Aug,05:17 IST,1.0,16 Aug,11:04 UTC+07,54.0,,02:00:00
"Sat, 16. Aug",Landed,6E1303 IGO52N,IndiGo,6E/IGO,Departure,,Doha (DOH / OTHH),16 Aug,04:20 IST,16 Aug,05:07 IST,47.0,16 Aug,05:29 UTC+03,9.0,,03:00:00
"Sat, 16. Aug",Landed,AI2424 AIC2424,Air India,AI/AIC,Departure,,Delhi (DEL / VIDP),16 Aug,04:25 IST,16 Aug,04:14 IST,-11.0,16 Aug,06:33 IST,-1.0,,03:00:00
"Sat, 16. Aug",Landed,EK501 UAE501,Emirates,EK/UAE,Departure,,Dubai (DXB / OMDB),16 Aug,04:25 IST,16 Aug,05:30 IST,1.0,16 Aug,06:38 UTC+04,38.0,,03:00:00
"Sat, 16. Aug",Landed,6E31 IGO0031,IndiGo,6E/IGO,Departure,,Manchester (MAN / EGCC),16 Aug,04:25 IST,16 Aug,05:53 IST,1.0,16 Aug,10:10 BST,5.0,,03:00:00
"Sat, 16. Aug",Landed,6E632 IGO787K,IndiGo,6E/IGO,Departure,,Ahmedabad (AMD / VAAH),16 Aug,04:30 IST,16 Aug,08:04 IST,3.0,16 Aug,06:09 IST,24.0,,03:00:00
"Sat, 16. Aug",Landed,QP1971 AKJ197U,AirKenya,QP/XAK,Departure,,Delhi (DEL / VIDP),16 Aug,04:40 IST,16 Aug,05:05 IST,25.0,16 Aug,07:00 IST,-9.0,,03:00:00
"Sat, 16. Aug",Landed,6E1131 IGO72C,IndiGo,6E/IGO,Departure,,Male (MLE / VRMM),16 Aug,04:40 IST,16 Aug,05:42 IST,1.0,16 Aug,07:32 UTC+05,32.0,,03:00:00
"Sat, 16. Aug",Landed,6E5135 IGO5135,IndiGo,6E/IGO,Departure,,Jaipur (JAI / VIJP),16 Aug,04:50 IST,16 Aug,05:22 IST,32.0,16 Aug,06:50 IST,10.0,,03:00:00
"Sat, 16. Aug",Landed,6E6361 IGO6361,IndiGo,6E/IGO,Departure,,Goa (GOI / VOGO),16 Aug,04:50 IST,16 Aug,05:18 IST,28.0,16 Aug,06:06 IST,6.0,,03:00:00
"Sat, 16. Aug",Landed,G9406 ABY406,Air Arabia,G9/ABY,Departure,,Sharjah (SHJ / OMSJ),16 Aug,04:55 IST,16 Aug,23:02 IST,18.0,16 Aug,23:54 UTC+04,17.0,,03:00:00
"Sat, 16. Aug",Landed,EY207 ETD207,Etihad Airways,EY/ETD,Departure,,Abu Dhabi (AUH / OMAA),16 Aug,04:55 IST,16 Aug,05:24 IST,29.0,16 Aug,06:26 UTC+04,-3.0,,03:00:00
"Sat, 16. Aug",Landed,6E656 IGO656,IndiGo,6E/IGO,Departure,,Delhi (DEL / VIDP),16 Aug,05:00 IST,16 Aug,05:29 IST,29.0,16 Aug,07:09 IST,4.0,,03:00:00
"Sat, 16. Aug",Landed,QP1304 AKJ130V,AirKenya,QP/XAK,Departure,,Chennai (MAA / VOMM),16 Aug,05:00 IST,16 Aug,05:53 IST,53.0,16 Aug,07:29 IST,29.0,,03:00:00
"Sat, 16. Aug Unknown",,IA442,Iraqi Airways,IA/IAW,Departure,,Najaf (NJF / ORNI),16 Aug,05:00 IST,,,,,,,,03:00:00
"Sat, 16. Aug",Landed,AI129 AIC129,Air India,AI/AIC,Departure,,London (LHR / EGLL),16 Aug,05:05 IST,16 Aug,06:59 IST,1.0,16 Aug,11:10 BST,55.0,,03:00:00
"Sat, 16. Aug",Landed,AI2743 AIC2743,Air India,AI/AIC,Departure,,Cochin (COK / VOCI),16 Aug,05:05 IST,16 Aug,05:49 IST,44.0,16 Aug,07:20 IST,20.0,,03:00:00
"Sat, 16. Aug",Landed,6E1051 IGO1051,IndiGo,6E/IGO,Departure,,Bangkok (BKK / VTBS),16 Aug,05:05 IST,16 Aug,06:01 IST,56.0,16 Aug,11:38 UTC+07,18.0,,03:00:00
"Sat, 16. Aug",Landed,6E73 IGO073,IndiGo,6E/IGO,Departure,,Riyadh (RUH / OERK),16 Aug,05:10 IST,16 Aug,06:11 IST,1.0,16 Aug,07:13 UTC+03,28.0,,03:00:00
"Sat, 16. Aug",Landed,AI603 AIC603,Air India,AI/AIC,Departure,,Goa (GOI / VOGO),16 Aug,05:10 IST,16 Aug,05:25 IST,15.0,16 Aug,06:35 IST,5.0,,04:00:00
"Sat, 16. Aug",Landed,AI2930 AIC2930,Air India,AI/AIC,Departure,,Delhi (DEL / VIDP),16 Aug,05:15 IST,16 Aug,05:21 IST,6.0,16 Aug,07:00 IST,-34.0,,04:00:00
"Sat, 16. Aug",Landed,FZ446 FDB446,flydubai,FZ/FDB,Departure,,Dubai (DXB / OMDB),16 Aug,05:20 IST,16 Aug,06:26 IST,1.0,16 Aug,07:33 UTC+04,28.0,,04:00:00
"Sat, 16. Aug",Landed,AI2581 AIC2581,Air India,AI/AIC,Departure,,Nagpur (NAG / VANP),16 Aug,05:25 IST,16 Aug,05:57 IST,32.0,16 Aug,07:09 IST,19.0,,04:00:00
"Sat, 16. Aug",Landed,6E6187 IGO6187,IndiGo,6E/IGO,Departure,,Vadodara (BDQ / VABO),16 Aug,05:25 IST,16 Aug,05:44 IST,19.0,16 Aug,06:32 IST,-2.0,,04:00:00
"Sat, 16. Aug",Landed,AI2728 AIC2728,Air India,AI/AIC,Departure,,Amritsar (ATQ / VIAR),16 Aug,05:30 IST,16 Aug,06:03 IST,33.0,16 Aug,08:06 IST,11.0,,04:00:00
"Sat, 16. Aug",Landed,AI613 AIC613,Air India,AI/AIC,Departure,,Ahmedabad (AMD / VAAH),16 Aug,05:30 IST,16 Aug,15:42 IST,10.0,16 Aug,06:43 IST,-6.0,,05:00:00
"Sat, 16. Aug",Landed,6E6701,IndiGo,6E/IGO,Departure,,Cochin (COK / VOCI),16 Aug,05:30 IST,16 Aug,06:34 IST,1.0,16 Aug,08:07 IST,42.0,,05:00:00
"Sat, 16. Aug",Landed,6E5379 IGO5379,IndiGo,6E/IGO,Departure,,Lucknow (LKO / VILK),16 Aug,05:35 IST,16 Aug,06:00 IST,25.0,16 Aug,07:45 IST,15.0,,05:00:00
"Sat, 16. Aug",Landed,IX297 AXB297,Air India Express,IX/AXB,Departure,,Abu Dhabi (AUH / OMAA),16 Aug,05:35 IST,16 Aug,06:09 IST,34.0,16 Aug,07:14 UTC+04,-20.0,,05:00:00
"Sat, 16. Aug",Landed,6E5124 IGO5124,IndiGo,6E/IGO,Departure,,Aurangabad (IXU / VAAU),16 Aug,05:35 IST,16 Aug,06:20 IST,45.0,16 Aug,07:01 IST,16.0,,05:00:00
"Sat, 16. Aug",Landed,6E5122 IGO174N,IndiGo,6E/IGO,Departure,,Kolkata (CCU / VECC),16 Aug,05:40 IST,16 Aug,06:07 IST,27.0,16 Aug,08:27 IST,2.0,,05:00:00
"Sat, 16. Aug",Landed,IX1233 AXB1233,Air India Express,IX/AXB,Departure,,Mangalore (IXE / VOML),16 Aug,05:45 IST,16 Aug,06:16 IST,31.0,16 Aug,07:22 IST,-7.0,,05:00:00
"Sat, 16. Aug",Landed,6E6148 IGO6148,IndiGo,6E/IGO,Departure,,Hyderabad (HYD / VOHS),16 Aug,05:45 IST,16 Aug,06:35 IST,50.0,16 Aug,07:47 IST,37.0,,05:00:00
"Sat, 16. Aug",Landed,TC401 ATC401,Air Tanzania,TC/ATC,Departure,,Dar-es-Salaam (DAR / HTDA),16 Aug,05:50 IST,16 Aug,07:17 IST,1.0,16 Aug,10:01 EAT,41.0,,05:00:00
"Sat, 16. Aug",Landed,AI657 AIC657,Air India,AI/AIC,Departure,,Thiruvananthapuram (TRV / VOTV),16 Aug,05:50 IST,16 Aug,06:12 IST,22.0,16 Aug,07:58 IST,3.0,,05:00:00
"Sat, 16. Aug",Landed,AI2845 AIC2845,Air India,AI/AIC,Departure,,Bangalore (BLR / VOBL),16 Aug,05:55 IST,16 Aug,06:42 IST,47.0,16 Aug,08:03 IST,18.0,,05:00:00
"Sat, 16. Aug",Landed,AI697 AIC697,Air India,AI/AIC,Departure,,Vadodara (BDQ / VABO),16 Aug,05:55 IST,16 Aug,06:17 IST,22.0,16 Aug,07:03 IST,-11.0,,05:00:00
"Sat, 16. Aug",Landed,IX1237 AXB1237,Air India Express,IX/AXB,Departure,,Ranchi (IXR / VERC),16 Aug,05:55 IST,16 Aug,06:37 IST,42.0,16 Aug,08:36 IST,21.0,,05:00:00
"Sat, 16. Aug",Landed,6E762 IGO7YK,IndiGo,6E/IGO,Departure,,Delhi (DEL / VIDP),16 Aug,06:00 IST,16 Aug,06:26 IST,26.0,16 Aug,08:08 IST,13.0,,05:00:00
"Sat, 16. Aug",Landed,AI2625 AIC2625,Air India,AI/AIC,Departure,,Hyderabad (HYD / VOHS),16 Aug,06:00 IST,16 Aug,06:31 IST,31.0,16 Aug,07:36 IST,11.0,,05:00:00
"Sat, 16. Aug",Landed,AI2509 AIC2509,Air India,AI/AIC,Departure,,Chandigarh (IXC / VICG),16 Aug,06:00 IST,16 Aug,06:24 IST,24.0,16 Aug,08:21 IST,11.0,,05:00:00
"Sat, 16. Aug",Landed,6E439 IGO439,IndiGo,6E/IGO,Departure,,Bangalore (BLR / VOBL),16 Aug,06:05 IST,16 Aug,07:23 IST,1.0,16 Aug,08:44 IST,49.0,,05:00:00
"Sat, 16. Aug",Landed,QP1891 AKJ189U,AirKenya,QP/XAK,Departure,,Srinagar (SXR / VISR),16 Aug,06:05 IST,16 Aug,06:24 IST,19.0,16 Aug,08:44 IST,,,06:00:00
"Sat, 16. Aug",Landed,6E1185 IGO1185,IndiGo,6E/IGO,Departure,,Colombo (CMB / VCBI),16 Aug,06:10 IST,16 Aug,06:51 IST,41.0,16 Aug,09:02 UTC+0530,17.0,,06:00:00
"Sat, 16. Aug",Landed,RJ191 RJA191,Royal Jordanian,RJ/RJA,Departure,,Amman (AMM / OJAI),16 Aug,06:10 IST,16 Aug,06:58 IST,48.0,16 Aug,09:14 UTC+03,-15.0,,06:00:00
"Sat, 16. Aug",Landed,6E5349 IGO5349,IndiGo,6E/IGO,Departure,,Nagpur (NAG / VANP),16 Aug,06:10 IST,16 Aug,06:21 IST,11.0,16 Aug,07:32 IST,-12.0,,06:00:00
"Sat, 16. Aug",Landed,6E5016 IGO5016,IndiGo,6E/IGO,Departure,,Udaipur (UDR / VAUD),16 Aug,06:15 IST,16 Aug,06:34 IST,19.0,16 Aug,07:36 IST,-3.0,,06:00:00
"Sat, 16. Aug Unknown",,QO342,QuikJet Cargo,QO/FQA,Departure,,Delhi (DEL / VIDP),16 Aug,06:15 IST,,,,,,,,06:00:00
"Sat, 16. Aug",Landed,6E5223 IGO5223,IndiGo,6E/IGO,Departure,,Raipur (RPR / VARP),16 Aug,06:20 IST,16 Aug,06:29 IST,9.0,16 Aug,07:59 IST,-15.0,,06:00:00
"Sat, 16. Aug",Landed,6E446 IGO446,IndiGo,6E/IGO,Departure,,Ahmedabad (AMD / VAAH),16 Aug,06:20 IST,16 Aug,06:39 IST,19.0,16 Aug,07:28 IST,-11.0,,06:00:00
"Sat, 16. Aug",Landed,AI2461 AIC2461,Air India,AI/AIC,Departure,,Varanasi (VNS / VIBN),16 Aug,06:25 IST,16 Aug,07:02 IST,37.0,16 Aug,08:54 IST,14.0,,06:00:00
"Sat, 16. Aug",Landed,6E5188 IGO5188,IndiGo,6E/IGO,Departure,,Chennai (MAA / VOMM),16 Aug,06:25 IST,16 Aug,06:44 IST,19.0,16 Aug,08:18 IST,-11.0,,06:00:00
"Sat, 16. Aug",Landed,OV760 OMS760,SalamAir,OV/OMS,Departure,,Muscat (MCT / OOMS),16 Aug,06:25 IST,16 Aug,07:15 IST,50.0,16 Aug,07:44 UTC+04,19.0,,06:00:00
"Sat, 16. Aug",Landed,GF57 GFA057,Gulf Air,GF/GFA,Departure,,Bahrain (BAH / OBBI),16 Aug,06:30 IST,16 Aug,06:51 IST,21.0,16 Aug,07:20 UTC+03,-9.0,,06:00:00
"Sat, 16. Aug",Landed,6E1601 IGO1601,IndiGo,6E/IGO,Departure,,Jakarta (CGK / WIII),16 Aug,06:35 IST,16 Aug,08:17 IST,1.0,16 Aug,23:16 WIB,8.0,,06:00:00
"Sat, 16. Aug",Landed,AI2603 AIC2603,Air India,AI/AIC,Departure,,Bangalore (BLR / VOBL),16 Aug,06:35 IST,16 Aug,06:54 IST,19.0,16 Aug,08:13 IST,-16.0,,06:00:00
"Sat, 16. Aug",Landed,TK721 THY47G,Turkish Airlines,TK/THY,Departure,,Istanbul (IST / LTFM),16 Aug,06:40 IST,16 Aug,07:11 IST,31.0,16 Aug,10:57 UTC+03,2.0,,06:00:00
"Sat, 16. Aug",Landed,6E294 IGO75Q,IndiGo,6E/IGO,Departure,,Indore (IDR / VAID),16 Aug,06:40 IST,16 Aug,07:16 IST,36.0,16 Aug,08:18 IST,18.0,,06:00:00
"Sat, 16. Aug",Landed,AI2428 AIC2428,Air India,AI/AIC,Departure,,Delhi (DEL / VIDP),16 Aug,06:40 IST,16 Aug,07:07 IST,27.0,16 Aug,08:55 IST,10.0,,06:00:00
"Sat, 16. Aug",Landed,AI2771 AIC2771,Air India,AI/AIC,Departure,,Kolkata (CCU / VECC),16 Aug,06:45 IST,16 Aug,07:06 IST,21.0,16 Aug,09:26 IST,-4.0,,06:00:00
"Sat, 16. Aug",Landed,AI2821 AIC2821,Air India,AI/AIC,Departure,,Chennai (MAA / VOMM),16 Aug,06:50 IST,16 Aug,07:04 IST,14.0,16 Aug,08:39 IST,-15.0,,06:00:00
"Sat, 16. Aug",Landed,AI601 AIC601,Air India,AI/AIC,Departure,,Bhuj (BHJ / VABJ),16 Aug,06:50 IST,16 Aug,07:07 IST,17.0,16 Aug,08:06 IST,1.0,,06:00:00
"Sat, 16. Aug",Landed,SG115 SEJ115,SpiceJet,SG/SEJ,Departure,,Darbhanga (DBR / VE89),16 Aug,06:50 IST,16 Aug,07:10 IST,20.0,16 Aug,09:21 IST,6.0,,06:00:00
"Sat, 16. Aug Unknown",,SG210,SpiceJet,SG/SEJ,Departure,,Patna (PAT / VEPT),16 Aug,06:55 IST,,,,,,,,06:00:00
"Sat, 16. Aug",Landed,6E17 IGO017,IndiGo,6E/IGO,Departure,,Istanbul (IST / LTFM),16 Aug,06:55 IST,16 Aug,07:57 IST,1.0,16 Aug,11:40 UTC+03,-9.0,,06:00:00
"Sat, 16. Aug Unknown",,IR811,Iran Air,IR/IRA,Departure,,Tehran (IKA / OIIE),16 Aug,07:00 IST,,,,,,,,06:00:00
"Sat, 16. Aug",Landed,6E301 IGO6DY,IndiGo,6E/IGO,Departure,,Delhi (DEL / VIDP),16 Aug,07:00 IST,16 Aug,07:09 IST,9.0,16 Aug,08:48 IST,-21.0,,06:00:00
"Sat, 16. Aug",Landed,IX1026 AXB1026,Air India Express,IX/AXB,Departure,,Visakhapatnam (VTZ / VEVZ),16 Aug,07:00 IST,16 Aug,07:26 IST,26.0,16 Aug,09:15 IST,10.0,,06:00:00
"Sat, 16. Aug",Landed,AI2873 AIC2873,Air India,AI/AIC,Departure,,Hyderabad (HYD / VOHS),16 Aug,07:00 IST,16 Aug,07:21 IST,21.0,16 Aug,08:38 IST,-1.0,,07:00:00
"Sat, 16. Aug",Landed,QP1410 AKJ141J,AirKenya,QP/XAK,Departure,,Delhi (DEL / VIDP),16 Aug,07:05 IST,16 Aug,07:20 IST,15.0,16 Aug,09:10 IST,-9.0,,07:00:00
"Sat, 16. Aug",Landed,6E6133 IGO6133,IndiGo,6E/IGO,Departure,,Rajkot (HSR / VAHS),16 Aug,07:05 IST,16 Aug,07:08 IST,3.0,16 Aug,08:01 IST,-13.0,,07:00:00
"Sat, 16. Aug",Landed,KU304 KAC304,Kuwait Airways,KU/KAC,Departure,,Kuwait City (KWI / OKBK),16 Aug,07:15 IST,16 Aug,07:53 IST,38.0,16 Aug,08:40 UTC+03,-24.0,,07:00:00
"Sat, 16. Aug",Landed,6E5246 IGO960K,IndiGo,6E/IGO,Departure,,Hyderabad (HYD / VOHS),16 Aug,07:20 IST,16 Aug,07:24 IST,4.0,16 Aug,08:35 IST,-14.0,,07:00:00
"Sat, 16. Aug",Landed,AI2591 AIC2591,Air India,AI/AIC,Departure,,Indore (IDR / VAID),16 Aug,07:20 IST,16 Aug,07:31 IST,11.0,16 Aug,08:39 IST,-20.0,,07:00:00
"Sat, 16. Aug",Landed,AI2183 AIC2183,Air India,AI/AIC,Departure,,Dhaka (DAC / VGHS),16 Aug,07:25 IST,16 Aug,08:02 IST,37.0,16 Aug,11:05 UTC+06,20.0,,07:00:00
"Sat, 16. Aug",Landed,6E5172 IGO26TR,IndiGo,6E/IGO,Departure,,Bhopal (BHO / VABP),16 Aug,07:25 IST,16 Aug,07:27 IST,2.0,16 Aug,08:37 IST,-22.0,,07:00:00
"Sat, 16. Aug",Landed,AI623 AIC623,Air India,AI/AIC,Departure,,Cochin (COK / VOCI),16 Aug,07:25 IST,16 Aug,09:31 IST,2.0,16 Aug,11:09 IST,1.0,,07:00:00
"Sat, 16. Aug",Landed,6E5284 IGO886L,IndiGo,6E/IGO,Departure,,Goa (GOX / VOGA),16 Aug,07:25 IST,16 Aug,07:26 IST,1.0,16 Aug,08:26 IST,-8.0,,07:00:00
"Sat, 16. Aug",Landed,6E5296 IGO502M,IndiGo,6E/IGO,Departure,,Bangalore (BLR / VOBL),16 Aug,07:30 IST,16 Aug,07:47 IST,17.0,16 Aug,09:12 IST,-17.0,,07:00:00
"Sat, 16. Aug Unknown",,9I611,Alliance Air,9I/LLR,Departure,,Ahmedabad (AMD / VAAH),16 Aug,07:35 IST,,,,,,,,07:00:00
"Sat, 16. Aug",Landed,6E5108 IGO5108,IndiGo,6E/IGO,Departure,,Coimbatore (CJB / VOCB),16 Aug,07:35 IST,16 Aug,07:44 IST,9.0,16 Aug,09:13 IST,-16.0,,07:00:00
"Sat, 16. Aug",Landed,IX1069 AXB1069,Air India Express,IX/AXB,Departure,,Jaipur (JAI / VIJP),16 Aug,07:35 IST,16 Aug,08:04 IST,29.0,16 Aug,09:24 IST,-10.0,,07:00:00
"Sat, 16. Aug",Landed,AI2185 AIC2185,Air India,AI/AIC,Departure,,Ahmedabad (AMD / VAAH),16 Aug,07:40 IST,16 Aug,08:12 IST,32.0,16 Aug,09:08 IST,8.0,,07:00:00
"Sat, 16. Aug",Landed,SQ7951 SIA7951,Singapore Airlines,SQ/SIA,Departure,,Singapore (SIN / WSSS),16 Aug,07:40 IST,16 Aug,12:33 IST,4.0,16 Aug,19:55 UTC+08,4.0,,07:00:00
"Sat, 16. Aug",Landed,6E6543 IGO6543,IndiGo,6E/IGO,Departure,,Varanasi (VNS / VIBN),16 Aug,07:40 IST,16 Aug,07:58 IST,18.0,16 Aug,10:00 IST,5.0,,07:00:00
"Sat, 16. Aug",Landed,AI2851 AIC2851,Air India,AI/AIC,Departure,,Bangalore (BLR / VOBL),16 Aug,07:40 IST,16 Aug,08:26 IST,46.0,16 Aug,09:42 IST,-3.0,,07:00:00
"Sat, 16. Aug",Landed,6E2517 IGO2517,IndiGo,6E/IGO,Departure,,(HDO / VIDX),16 Aug,07:40 IST,16 Aug,07:56 IST,16.0,16 Aug,09:45 IST,5.0,,07:00:00
"Sat, 16. Aug",Landed,AI2354 AIC2354,Air India,AI/AIC,Departure,,Bangkok (BKK / VTBS),16 Aug,07:45 IST,16 Aug,08:23 IST,38.0,16 Aug,14:29 UTC+07,54.0,,07:00:00
"Sat, 16. Aug",Landed,AI2970 AIC2970,Air India,AI/AIC,Departure,,Delhi (DEL / VIDP),16 Aug,07:45 IST,16 Aug,08:14 IST,29.0,16 Aug,09:58 IST,3.0,,07:00:00
"Sat, 16. Aug",Landed,6E802 IGO767E,IndiGo,6E/IGO,Departure,,Leh (IXL / VILH),16 Aug,07:50 IST,16 Aug,08:30 IST,40.0,16 Aug,10:51 IST,16.0,,07:00:00
"Sat, 16. Aug",Landed,6E5305 IGO5305,IndiGo,6E/IGO,Departure,,Siliguri (IXB / VEBD),16 Aug,07:55 IST,16 Aug,08:20 IST,25.0,16 Aug,10:55 IST,,,07:00:00
"Sat, 16. Aug",Landed,6E5329 IGO5329,IndiGo,6E/IGO,Departure,,Kolkata (CCU / VECC),16 Aug,08:00 IST,16 Aug,08:22 IST,22.0,16 Aug,10:43 IST,-1.0,,07:00:00
"Sat, 16. Aug",Landed,6E333 IGO3RV,IndiGo,6E/IGO,Departure,,Delhi (DEL / VIDP),16 Aug,08:05 IST,16 Aug,08:55 IST,50.0,16 Aug,10:34 IST,19.0,,07:00:00
"Sat, 16. Aug",Landed,CI5685 CAL5685,China Airlines,CI/CAL,Departure,,Amsterdam (AMS / EHAM),16 Aug,08:10 IST,16 Aug,10:50 IST,2.0,16 Aug,15:46 CEST,2.0,,07:00:00
"Sat, 16. Aug",Landed,6E1451 IGO51C,IndiGo,6E/IGO,Departure,,Dubai (DXB / OMDB),16 Aug,08:10 IST,16 Aug,08:46 IST,36.0,16 Aug,09:41 UTC+04,1.0,,07:00:00
"Sat, 16. Aug",Landed,6E6258 IGO594H,IndiGo,6E/IGO,Departure,,Goa (GOX / VOGA),16 Aug,08:15 IST,16 Aug,08:59 IST,44.0,16 Aug,09:45 IST,15.0,,08:00:00
"Sat, 16. Aug",Landed,6E5204 IGO574N,IndiGo,6E/IGO,Departure,,Chennai (MAA / VOMM),16 Aug,08:15 IST,16 Aug,08:32 IST,17.0,16 Aug,10:06 IST,-3.0,,08:00:00
"Sat, 16. Aug",Landed,AI909 AIC909,Air India,AI/AIC,Departure,,Dubai (DXB / OMDB),16 Aug,08:25 IST,16 Aug,08:30 IST,5.0,16 Aug,09:33 UTC+04,-26.0,,08:00:00
"Sat, 16. Aug",Landed,6E532 IGO433M,IndiGo,6E/IGO,Departure,,Tirupati (TIR / VOTP),16 Aug,08:30 IST,16 Aug,09:04 IST,34.0,16 Aug,10:33 IST,13.0,,08:00:00
"Sat, 16. Aug",Landed,6E5281 IGO5281,IndiGo,6E/IGO,Departure,,Jaipur (JAI / VIJP),16 Aug,08:35 IST,16 Aug,08:50 IST,15.0,16 Aug,10:11 IST,-13.0,,08:00:00
"Sat, 16. Aug",Landed,QP1446 AKJ144F,AirKenya,QP/XAK,Departure,,Siliguri (IXB / VEBD),16 Aug,08:35 IST,16 Aug,08:42 IST,7.0,16 Aug,11:33 IST,3.0,,08:00:00
"Sat, 16. Aug",Cancelled,SG196,SpiceJet,SG/SEJ,Departure,,Gorakhpur (GOP / VEGK),16 Aug,08:35 IST,,,,,,,,08:00:00
"Sat, 16. Aug",Landed,6E228 IGO228,IndiGo,6E/IGO,Departure,,Guwahati (GAU / VEGT),16 Aug,08:35 IST,16 Aug,09:08 IST,33.0,16 Aug,12:02 IST,17.0,,08:00:00
"Sat, 16. Aug",Landed,QP1781 AKJ178U,AirKenya,QP/XAK,Departure,,Ahmedabad (AMD / VAAH),16 Aug,08:40 IST,16 Aug,08:52 IST,12.0,16 Aug,09:54 IST,-5.0,,08:00:00
"Sat, 16. Aug",Landed,6E1011 IGO1011,IndiGo,6E/IGO,Departure,,Singapore (SIN / WSSS),16 Aug,08:40 IST,16 Aug,09:16 IST,36.0,16 Aug,17:14 UTC+08,-5.0,,08:00:00
"Sat, 16. Aug",Landed,6E5193 IGO351P,IndiGo,6E/IGO,Departure,,Bangalore (BLR / VOBL),16 Aug,08:45 IST,16 Aug,08:52 IST,7.0,16 Aug,10:05 IST,-39.0,,08:00:00
