Date,Status,Flight_Number,Airline,Airline_Code,Direction,Origin,Destination,Sched_Departure_Date,Sched_Departure_Time,Actual_Departure_Date,Actual_Departure_Time,Departure_Delay_mins,Actual_Arrival_Date,Actual_Arrival_Time,Arrival_Delay_mins,Duration,Hour_Slot
"Sun, 10. Aug",Landed,6E5322 IGO5322,IndiGo,6E/IGO,Departure,,Bangalore (BLR / VOBL),10 Aug,00:05 IST,10 Aug,00:36 IST,31.0,10 Aug,01:51 IST,-13.0,,00:00:00
"Sun, 10. Aug",Landed,SL219 TLM219,Thai Lion Air,SL/TLM,Departure,,Bangkok (DMK / VTBD),10 Aug,00:10 IST,10 Aug,00:39 IST,29.0,10 Aug,06:06 UTC+07,6.0,,00:00:00
"Sun, 10. Aug",Landed,IX1124 AXB1124,Air India Express,IX/AXB,Departure,,Delhi (DEL / VIDP),10 Aug,00:35 IST,10 Aug,00:50 IST,15.0,10 Aug,02:36 IST,-18.0,,00:00:00
"Sun, 10. Aug",Landed,QP1172 AKJ117K,AirKenya,QP/XAK,Departure,,Kolkata (CCU / VECC),10 Aug,00:35 IST,10 Aug,02:03 IST,1.0,10 Aug,04:30 IST,1.0,,00:00:00
"Sun, 10. Aug",Landed,LX155 SWR155,Swiss,LX/SWR,Departure,,Zurich (ZRH / LSZH),10 Aug,00:40 IST,10 Aug,01:07 IST,27.0,10 Aug,06:04 CEST,-10.0,,00:00:00
"Sun, 10. Aug",Landed,VJ884 VJC884,VietJet Air,VJ/VJC,Departure,,Ho Chi Minh City (SGN / VVTS),10 Aug,00:40 IST,10 Aug,01:18 IST,38.0,10 Aug,07:51 UTC+07,11.0,,00:00:00
"Sun, 10. Aug",Landed,VZ761 TVJ761,ThaiVietjetAir,VZ/TVJ,Departure,,Bangkok (BKK / VTBS),10 Aug,00:45 IST,10 Aug,01:09 IST,24.0,10 Aug,06:30 UTC+07,-9.0,,00:00:00
"Sun, 10. Aug",Landed,AI2986 AIC2986,Air India,AI/AIC,Departure,,Delhi (DEL / VIDP),10 Aug,00:50 IST,10 Aug,01:11 IST,21.0,10 Aug,02:54 IST,-5.0,,00:00:00
"Sun, 10. Aug",Landed,6E91 IGO091,IndiGo,6E/IGO,Departure,,Jeddah (JED / OEJN),10 Aug,00:50 IST,10 Aug,01:01 IST,11.0,10 Aug,03:04 UTC+03,-5.0,,00:00:00
"Sun, 10. Aug",Landed,AI2105 AIC2105,Air India,AI/AIC,Departure,,Singapore (SIN / WSSS),10 Aug,00:55 IST,10 Aug,10:23 IST,9.0,10 Aug,18:22 UTC+08,9.0,,00:00:00
"Sun, 10. Aug",Landed,6E911 IGO911,IndiGo,6E/IGO,Departure,,Ahmedabad (AMD / VAAH),10 Aug,01:00 IST,10 Aug,01:25 IST,25.0,10 Aug,02:16 IST,-3.0,,00:00:00
"Sun, 10. Aug",Landed,6E1501 IGO1501,IndiGo,6E/IGO,Departure,,Fujairah (FJR / OMFJ),10 Aug,01:10 IST,10 Aug,01:31 IST,21.0,10 Aug,02:16 UTC+04,-23.0,,00:00:00
"Sun, 10. Aug",Landed,UR431 UGD431,Azur Air Germany,UR/ARZ,Departure,,Entebbe (EBB / HUEN),10 Aug,01:10 IST,10 Aug,01:04 IST,-5.0,10 Aug,04:34 EAT,-1.0,,00:00:00
"Sun, 10. Aug",Landed,6E1413 IGO1413,IndiGo,6E/IGO,Departure,,Abu Dhabi (AUH / OMAA),10 Aug,01:10 IST,10 Aug,01:46 IST,36.0,10 Aug,02:41 UTC+04,-3.0,,00:00:00
"Sun, 10. Aug",Landed,AI191 AIC191,Air India,AI/AIC,Departure,,New York (EWR / KEWR),10 Aug,01:10 IST,10 Aug,01:38 IST,28.0,10 Aug,07:29 EDT,-25.0,,00:00:00
"Sun, 10. Aug",Landed,6E2775 IGO2775,IndiGo,6E/IGO,Departure,,Delhi (DEL / VIDP),10 Aug,01:15 IST,10 Aug,01:30 IST,15.0,10 Aug,03:08 IST,-6.0,,00:00:00
"Sun, 10. Aug",Landed,AF217 AFR217,Air France,AF/AFR,Departure,,Paris (CDG / LFPG),10 Aug,01:20 IST,10 Aug,01:55 IST,35.0,10 Aug,07:09 CEST,-16.0,,00:00:00
"Sun, 10. Aug",Landed,CX660 CPA660,Cathay Pacific,CX/CPA,Departure,,Hong Kong (HKG / VHHH),10 Aug,01:25 IST,10 Aug,02:29 IST,1.0,10 Aug,10:38 HKT,43.0,,00:00:00
"Sun, 10. Aug",Landed,AI119 AIC119,Air India,AI/AIC,Departure,,New York (JFK / KJFK),10 Aug,01:25 IST,10 Aug,01:51 IST,26.0,10 Aug,07:30 EDT,-24.0,,00:00:00
"Sun, 10. Aug",Landed,LH767 DLH767,Lufthansa,LH/DLH,Departure,,Munich (MUC / EDDM),10 Aug,01:30 IST,10 Aug,02:56 IST,1.0,10 Aug,07:13 CEST,58.0,,00:00:00
"Sun, 10. Aug",Landed,6E1269 IGO1269,IndiGo,6E/IGO,Departure,,Muscat (MCT / OOMS),10 Aug,01:30 IST,10 Aug,02:13 IST,43.0,10 Aug,02:47 UTC+04,17.0,,00:00:00
"Sun, 10. Aug",Landed,BA138 BAW138,British Airways,BA/BAW,Departure,,London (LHR / EGLL),10 Aug,01:40 IST,10 Aug,02:03 IST,23.0,10 Aug,06:39 BST,-30.0,,00:00:00
"Sun, 10. Aug Unknown",,SG540,SpiceJet,SG/SEJ,Departure,,Bangalore (BLR / VOBL),10 Aug,01:40 IST,,,,,,,,00:00:00
"Sun, 10. Aug",Landed,AI2422 AIC2422,Air India,AI/AIC,Departure,,Delhi (DEL / VIDP),10 Aug,01:50 IST,10 Aug,01:53 IST,3.0,10 Aug,03:37 IST,-32.0,,00:00:00
"Sun, 10. Aug",Landed,AI2241 AIC2241,Air India,AI/AIC,Departure,,Port Louis (MRU / FIMP),10 Aug,02:00 IST,10 Aug,04:03 IST,2.0,10 Aug,08:16 UTC+04,1.0,,00:00:00
"Sun, 10. Aug",Landed,SG59 SEJ059,SpiceJet,SG/SEJ,Departure,,Dubai (DXB / OMDB),10 Aug,02:00 IST,10 Aug,06:45 IST,4.0,10 Aug,07:38 UTC+04,3.0,,00:00:00
"Sun, 10. Aug",Landed,6E1853 IGO1853,IndiGo,6E/IGO,Departure,,Nairobi (NBO / HKJK),10 Aug,02:10 IST,10 Aug,02:32 IST,22.0,10 Aug,05:27 EAT,-13.0,,00:00:00
"Sun, 10. Aug",Landed,KL878 KLM878,KLM Royal Dutch Airlines,KL/KLM,Departure,,Amsterdam (AMS / EHAM),10 Aug,02:15 IST,10 Aug,02:44 IST,29.0,10 Aug,07:46 CEST,-13.0,,00:00:00
"Sun, 10. Aug",Landed,QP1539 AKJ153W,AirKenya,QP/XAK,Departure,,Bangalore (BLR / VOBL),10 Aug,02:20 IST,10 Aug,02:38 IST,18.0,10 Aug,03:55 IST,-14.0,,00:00:00
"Sun, 10. Aug",Landed,J260 AHY060,AZAL Azerbaijan Airlines,J2/AHY,Departure,,Baku (GYD / UBBB),10 Aug,02:25 IST,10 Aug,02:53 IST,28.0,10 Aug,05:28 UTC+04,-26.0,,00:00:00
"Sun, 10. Aug",Landed,6E1511 IGO15K,IndiGo,6E/IGO,Departure,,Dubai (DXB / OMDB),10 Aug,02:30 IST,10 Aug,02:41 IST,11.0,10 Aug,03:43 UTC+04,-16.0,,01:00:00
"Sun, 10. Aug",Landed,6E5159 IGO602C,IndiGo,6E/IGO,Departure,,Bangalore (BLR / VOBL),10 Aug,02:30 IST,10 Aug,02:32 IST,2.0,10 Aug,03:50 IST,-24.0,,01:00:00
"Sun, 10. Aug",Landed,SV773 SVA773,Saudi Arabian Airlines,SV/SVA,Departure,,Jeddah (JED / OEJN),10 Aug,02:30 IST,10 Aug,03:02 IST,32.0,10 Aug,04:49 UTC+03,,,01:00:00
"Sun, 10. Aug",Landed,AI2954 AIC2954,Air India,AI/AIC,Departure,,Delhi (DEL / VIDP),10 Aug,02:35 IST,10 Aug,02:39 IST,4.0,10 Aug,04:19 IST,-40.0,,01:00:00
"Sun, 10. Aug",Landed,KQ203 KQA203D,Kenya Airways,KQ/KQA,Departure,,Nairobi (NBO / HKJK),10 Aug,02:40 IST,10 Aug,08:34 IST,5.0,10 Aug,11:38 EAT,5.0,,01:00:00
"Sun, 10. Aug",Landed,LH757 DLH757,Lufthansa,LH/DLH,Departure,,Frankfurt (FRA / EDDF),10 Aug,02:40 IST,10 Aug,04:01 IST,1.0,10 Aug,08:47 CEST,42.0,,01:00:00
"Sun, 10. Aug",Landed,6E5179 IGO63DM,IndiGo,6E/IGO,Departure,,Hyderabad (HYD / VOHS),10 Aug,02:45 IST,10 Aug,03:07 IST,22.0,10 Aug,04:08 IST,-11.0,,01:00:00
"Sun, 10. Aug",Landed,6E138 IGO427C,IndiGo,6E/IGO,Departure,,Kolkata (CCU / VECC),10 Aug,02:45 IST,10 Aug,02:55 IST,10.0,10 Aug,05:12 IST,-17.0,,01:00:00
"Sun, 10. Aug",Landed,KU302 KAC302,Kuwait Airways,KU/KAC,Departure,,Kuwait City (KWI / OKBK),10 Aug,02:50 IST,10 Aug,03:00 IST,10.0,10 Aug,03:46 UTC+03,-53.0,,01:00:00
"Sun, 10. Aug",Landed,AI2812 AIC2812,Air India,AI/AIC,Departure,,Bangalore (BLR / VOBL),10 Aug,02:55 IST,10 Aug,03:10 IST,15.0,10 Aug,04:24 IST,-40.0,,01:00:00
"Sun, 10. Aug",Landed,MS969 MSR969,EgyptAir,MS/MSR,Departure,,Cairo (CAI / HECA),10 Aug,03:00 IST,10 Aug,03:21 IST,21.0,10 Aug,06:12 EEST,-22.0,,02:00:00
"Sun, 10. Aug",Landed,J9402 JZR402,Jazeera Airways,J9/JZR,Departure,,Kuwait City (KWI / OKBK),10 Aug,03:00 IST,10 Aug,03:15 IST,15.0,10 Aug,04:06 UTC+03,-48.0,,02:00:00
"Sun, 10. Aug",Landed,6E136 IGO136,IndiGo,6E/IGO,Departure,,Chennai (MAA / VOMM),10 Aug,03:00 IST,10 Aug,03:11 IST,11.0,10 Aug,04:42 IST,-27.0,,02:00:00
"Sun, 10. Aug",Landed,6E6045 IGO6045,IndiGo,6E/IGO,Departure,,Delhi (DEL / VIDP),10 Aug,03:00 IST,10 Aug,03:06 IST,6.0,10 Aug,04:45 IST,-29.0,,02:00:00
"Sun, 10. Aug",Landed,AI921 AIC921,Air India,AI/AIC,Departure,,Riyadh (RUH / OERK),10 Aug,03:05 IST,10 Aug,03:19 IST,14.0,10 Aug,04:23 UTC+03,-1.0,,02:00:00
"Sun, 10. Aug",Landed,UL142 ALK142,SriLankan Airlines,UL/ALK,Departure,,Colombo (CMB / VCBI),10 Aug,03:10 IST,10 Aug,04:16 IST,1.0,10 Aug,06:11 UTC+0530,31.0,,02:00:00
"Sun, 10. Aug",Landed,XY322 KNE322,flynas,XY/KNE,Departure,,Riyadh (RUH / OERK),10 Aug,03:55 IST,10 Aug,04:33 IST,38.0,10 Aug,05:29 UTC+03,,,02:00:00
"Sun, 10. Aug",Landed,6E1071 IGO1071,IndiGo,6E/IGO,Departure,,Phuket (HKT / VTSP),10 Aug,03:55 IST,10 Aug,04:08 IST,13.0,10 Aug,09:47 UTC+07,-17.0,,02:00:00
"Sun, 10. Aug",Cancelled,VS359,Virgin Atlantic,VS/VIR,Departure,,London (LHR / EGLL),10 Aug,04:05 IST,,,,,,,,02:00:00
"Sun, 10. Aug",Landed,ET611 ETH611,Ethiopian Airlines,ET/ETH,Departure,,Addis Ababa (ADD / HAAB),10 Aug,04:05 IST,10 Aug,04:18 IST,13.0,10 Aug,06:03 EAT,-56.0,,02:00:00
"Sun, 10. Aug",Landed,QR557 QTR21Y,Qatar Airways,QR/QTR,Departure,,Doha (DOH / OTHH),10 Aug,04:10 IST,10 Aug,04:47 IST,37.0,10 Aug,05:07 UTC+03,12.0,,02:00:00
"Sun, 10. Aug",Landed,6E1312 IGO1312,IndiGo,6E/IGO,Departure,,Krabi (KBV / VTSG),10 Aug,04:15 IST,10 Aug,04:23 IST,8.0,10 Aug,10:11 UTC+07,1.0,,02:00:00
"Sun, 10. Aug",Landed,6E1303 IGO52N,IndiGo,6E/IGO,Departure,,Doha (DOH / OTHH),10 Aug,04:20 IST,10 Aug,04:37 IST,17.0,10 Aug,05:12 UTC+03,-7.0,,02:00:00
"Sun, 10. Aug",Landed,AI2424 AIC2424,Air India,AI/AIC,Departure,,Delhi (DEL / VIDP),10 Aug,04:25 IST,10 Aug,04:27 IST,2.0,10 Aug,06:14 IST,-20.0,,02:00:00
"Sun, 10. Aug",Landed,EK501 UAE501,Emirates,EK/UAE,Departure,,Dubai (DXB / OMDB),10 Aug,04:25 IST,10 Aug,04:52 IST,27.0,10 Aug,05:57 UTC+04,-3.0,,03:00:00
"Sun, 10. Aug",Landed,6E632 IGO787K,IndiGo,6E/IGO,Departure,,Ahmedabad (AMD / VAAH),10 Aug,04:30 IST,10 Aug,04:39 IST,9.0,10 Aug,05:29 IST,-15.0,,03:00:00
"Sun, 10. Aug",Landed,6E1131 IGO1131,IndiGo,6E/IGO,Departure,,Male (MLE / VRMM),10 Aug,04:40 IST,10 Aug,04:58 IST,18.0,10 Aug,06:52 UTC+05,-7.0,,03:00:00
"Sun, 10. Aug",Landed,6E5135 IGO5135,IndiGo,6E/IGO,Departure,,Jaipur (JAI / VIJP),10 Aug,04:50 IST,10 Aug,05:01 IST,11.0,10 Aug,06:25 IST,-14.0,,03:00:00
"Sun, 10. Aug",Landed,6E6361 IGO6361,IndiGo,6E/IGO,Departure,,Goa (GOI / VOGO),10 Aug,04:50 IST,10 Aug,04:56 IST,6.0,10 Aug,05:43 IST,-16.0,,03:00:00
"Sun, 10. Aug",Landed,EY207 ETD207,Etihad Airways,EY/ETD,Departure,,Abu Dhabi (AUH / OMAA),10 Aug,04:55 IST,10 Aug,05:19 IST,24.0,10 Aug,06:21 UTC+04,-8.0,,03:00:00
"Sun, 10. Aug",Landed,G9406 ABY406,Air Arabia,G9/ABY,Departure,,Sharjah (SHJ / OMSJ),10 Aug,04:55 IST,10 Aug,05:44 IST,49.0,10 Aug,06:42 UTC+04,17.0,,03:00:00
"Sun, 10. Aug",Landed,QP1304 AKJ130V,AirKenya,QP/XAK,Departure,,Chennai (MAA / VOMM),10 Aug,05:00 IST,10 Aug,05:17 IST,17.0,10 Aug,06:50 IST,-9.0,,03:00:00
"Sun, 10. Aug",Landed,6E656 IGO656,IndiGo,6E/IGO,Departure,,Delhi (DEL / VIDP),10 Aug,05:00 IST,10 Aug,05:16 IST,16.0,10 Aug,06:52 IST,-12.0,,03:00:00
"Sun, 10. Aug",Landed,AI2743 AIC2743,Air India,AI/AIC,Departure,,Cochin (COK / VOCI),10 Aug,05:05 IST,10 Aug,05:21 IST,16.0,10 Aug,06:51 IST,-8.0,,03:00:00
"Sun, 10. Aug",Landed,AI129 AIC129,Air India,AI/AIC,Departure,,London (LHR / EGLL),10 Aug,05:05 IST,10 Aug,05:34 IST,29.0,10 Aug,10:05 BST,-9.0,,03:00:00
"Sun, 10. Aug",Landed,6E1051 IGO1051,IndiGo,6E/IGO,Departure,,Bangkok (BKK / VTBS),10 Aug,05:05 IST,10 Aug,05:40 IST,35.0,10 Aug,11:13 UTC+07,-6.0,,03:00:00
"Sun, 10. Aug",Landed,6E73 IGO073,IndiGo,6E/IGO,Departure,,Riyadh (RUH / OERK),10 Aug,05:10 IST,10 Aug,05:30 IST,20.0,10 Aug,06:30 UTC+03,-14.0,,03:00:00
"Sun, 10. Aug",Landed,AI603 AIC603,Air India,AI/AIC,Departure,,Goa (GOI / VOGO),10 Aug,05:10 IST,10 Aug,05:25 IST,15.0,10 Aug,06:19 IST,-10.0,,03:00:00
"Sun, 10. Aug",Landed,AI2930 AIC2930,Air India,AI/AIC,Departure,,Delhi (DEL / VIDP),10 Aug,05:15 IST,10 Aug,05:22 IST,7.0,10 Aug,07:15 IST,-19.0,,03:00:00
"Sun, 10. Aug",Landed,FZ446 FDB446,flydubai,FZ/FDB,Departure,,Dubai (DXB / OMDB),10 Aug,05:20 IST,10 Aug,05:55 IST,35.0,10 Aug,07:03 UTC+04,-1.0,,03:00:00
"Sun, 10. Aug",Landed,6E21 IGO0021,IndiGo,6E/IGO,Departure,,Amsterdam (AMS / EHAM),10 Aug,05:20 IST,10 Aug,05:48 IST,28.0,10 Aug,10:58 CEST,-1.0,,04:00:00
"Sun, 10. Aug",Landed,AI2581 AIC2581,Air India,AI/AIC,Departure,,Nagpur (NAG / VANP),10 Aug,05:25 IST,10 Aug,05:44 IST,19.0,10 Aug,07:15 IST,25.0,,04:00:00
"Sun, 10. Aug",Landed,6E6187 IGO6187,IndiGo,6E/IGO,Departure,,Vadodara (BDQ / VABO),10 Aug,05:25 IST,10 Aug,05:43 IST,18.0,10 Aug,06:27 IST,-7.0,,04:00:00
"Sun, 10. Aug",Landed,AI2509 AIC2509,Air India,AI/AIC,Departure,,Chandigarh (IXC / VICG),10 Aug,05:30 IST,10 Aug,05:42 IST,12.0,10 Aug,07:34 IST,-5.0,,04:00:00
"Sun, 10. Aug",Landed,6E6701 IGO6701,IndiGo,6E/IGO,Departure,,Cochin (COK / VOCI),10 Aug,05:30 IST,10 Aug,05:46 IST,16.0,10 Aug,07:13 IST,-11.0,,04:00:00
"Sun, 10. Aug",Landed,AI613 AIC613,Air India,AI/AIC,Departure,,Ahmedabad (AMD / VAAH),10 Aug,05:30 IST,10 Aug,05:37 IST,7.0,10 Aug,06:27 IST,-22.0,,04:00:00
"Sun, 10. Aug",Landed,AI2728 AIC2728,Air India,AI/AIC,Departure,,Amritsar (ATQ / VIAR),10 Aug,05:30 IST,10 Aug,05:52 IST,22.0,10 Aug,07:47 IST,-7.0,,04:00:00
"Sun, 10. Aug",Landed,6E5379 IGO5379,IndiGo,6E/IGO,Departure,,Lucknow (LKO / VILK),10 Aug,05:35 IST,10 Aug,05:51 IST,16.0,10 Aug,07:35 IST,5.0,,04:00:00
"Sun, 10. Aug",Landed,6E6128 IGO549M,IndiGo,6E/IGO,Departure,,Aurangabad (IXU / VAAU),10 Aug,05:35 IST,10 Aug,05:49 IST,14.0,10 Aug,06:31 IST,-13.0,,05:00:00
"Sun, 10. Aug",Landed,IX297 AXB297,Air India Express,IX/AXB,Departure,,Abu Dhabi (AUH / OMAA),10 Aug,05:35 IST,10 Aug,05:57 IST,22.0,10 Aug,07:12 UTC+04,-23.0,,05:00:00
"Sun, 10. Aug",Landed,6E5122 IGO174N,IndiGo,6E/IGO,Departure,,Kolkata (CCU / VECC),10 Aug,05:40 IST,10 Aug,05:58 IST,18.0,10 Aug,08:16 IST,-8.0,,05:00:00
"Sun, 10. Aug Unknown",,IX1233,Air India Express,IX/AXB,Departure,,Mangalore (IXE / VOML),10 Aug,05:45 IST,,,,,,,,05:00:00
"Sun, 10. Aug",Landed,6E5012 IGO5012,IndiGo,6E/IGO,Departure,,Hyderabad (HYD / VOHS),10 Aug,05:45 IST,10 Aug,06:01 IST,16.0,10 Aug,07:03 IST,-7.0,,05:00:00
"Sun, 10. Aug",Landed,AI657 AIC657,Air India,AI/AIC,Departure,,Thiruvananthapuram (TRV / VOTV),10 Aug,05:50 IST,10 Aug,05:55 IST,5.0,10 Aug,07:43 IST,-11.0,,05:00:00
"Sun, 10. Aug",Landed,IX1237 AXB1237,Air India Express,IX/AXB,Departure,,Ranchi (IXR / VERC),10 Aug,05:55 IST,10 Aug,06:08 IST,13.0,10 Aug,08:08 IST,-6.0,,05:00:00
"Sun, 10. Aug",Landed,AI2845 AIC2845,Air India,AI/AIC,Departure,,Bangalore (BLR / VOBL),10 Aug,05:55 IST,10 Aug,06:33 IST,38.0,10 Aug,07:50 IST,5.0,,05:00:00
"Sun, 10. Aug",Landed,AI697 AIC697,Air India,AI/AIC,Departure,,Vadodara (BDQ / VABO),10 Aug,05:55 IST,10 Aug,08:05 IST,2.0,10 Aug,08:48 IST,1.0,,05:00:00
"Sun, 10. Aug",Landed,AI2625 AIC2625,Air India,AI/AIC,Departure,,Hyderabad (HYD / VOHS),10 Aug,06:00 IST,10 Aug,06:16 IST,16.0,10 Aug,07:23 IST,-1.0,,05:00:00
"Sun, 10. Aug",Landed,6E762 IGO7YK,IndiGo,6E/IGO,Departure,,Delhi (DEL / VIDP),10 Aug,06:00 IST,10 Aug,06:06 IST,6.0,10 Aug,07:50 IST,-4.0,,05:00:00
"Sun, 10. Aug",Landed,QP1891 AKJ189U,AirKenya,QP/XAK,Departure,,Srinagar (SXR / VISR),10 Aug,06:05 IST,10 Aug,06:30 IST,25.0,10 Aug,08:45 IST,,,05:00:00
"Sun, 10. Aug",Landed,6E5352 IGO673U,IndiGo,6E/IGO,Departure,,Bangalore (BLR / VOBL),10 Aug,06:05 IST,10 Aug,11:55 IST,5.0,10 Aug,13:14 IST,5.0,,05:00:00
"Sun, 10. Aug",Landed,6E5349 IGO5349,IndiGo,6E/IGO,Departure,,Nagpur (NAG / VANP),10 Aug,06:10 IST,10 Aug,06:15 IST,5.0,10 Aug,07:22 IST,-22.0,,06:00:00
"Sun, 10. Aug",Landed,6E1185 IGO1185,IndiGo,6E/IGO,Departure,,Colombo (CMB / VCBI),10 Aug,06:10 IST,10 Aug,06:19 IST,9.0,10 Aug,08:24 UTC+0530,-20.0,,06:00:00
"Sun, 10. Aug",Landed,QO342 FQA342,QuikJet Cargo,QO/FQA,Departure,,Delhi (DEL / VIDP),10 Aug,06:15 IST,10 Aug,06:09 IST,-5.0,10 Aug,07:53 IST,-31.0,,06:00:00
"Sun, 10. Aug",Landed,6E6794 IGO6794,IndiGo,6E/IGO,Departure,,Udaipur (UDR / VAUD),10 Aug,06:15 IST,10 Aug,06:27 IST,12.0,10 Aug,07:34 IST,-5.0,,06:00:00
"Sun, 10. Aug",Landed,6E446 IGO446,IndiGo,6E/IGO,Departure,,Ahmedabad (AMD / VAAH),10 Aug,06:20 IST,10 Aug,06:32 IST,12.0,10 Aug,07:28 IST,-11.0,,06:00:00
"Sun, 10. Aug",Landed,6E5223 IGO5223,IndiGo,6E/IGO,Departure,,Raipur (RPR / VARP),10 Aug,06:20 IST,10 Aug,06:19 IST,,10 Aug,07:49 IST,-25.0,,06:00:00
"Sun, 10. Aug",Landed,6E5188 IGO5188,IndiGo,6E/IGO,Departure,,Chennai (MAA / VOMM),10 Aug,06:25 IST,10 Aug,06:26 IST,1.0,10 Aug,07:56 IST,-33.0,,06:00:00
"Sun, 10. Aug",Landed,AI2461 AIC2461,Air India,AI/AIC,Departure,,Varanasi (VNS / VIBN),10 Aug,06:25 IST,10 Aug,06:36 IST,11.0,10 Aug,08:27 IST,-12.0,,06:00:00
"Sun, 10. Aug",Landed,OV760 OMS760,SalamAir,OV/OMS,Departure,,Muscat (MCT / OOMS),10 Aug,06:25 IST,10 Aug,06:28 IST,3.0,10 Aug,07:01 UTC+04,-23.0,,06:00:00
"Sun, 10. Aug",Landed,GF57 GFA057,Gulf Air,GF/GFA,Departure,,Bahrain (BAH / OBBI),10 Aug,06:30 IST,10 Aug,06:38 IST,8.0,10 Aug,07:04 UTC+03,-25.0,,06:00:00
"Sun, 10. Aug",Landed,AI2603 AIC2603,Air India,AI/AIC,Departure,,Bangalore (BLR / VOBL),10 Aug,06:35 IST,10 Aug,06:40 IST,5.0,10 Aug,07:58 IST,-31.0,,06:00:00
"Sun, 10. Aug Unknown",,9I625,Alliance Air,9I/LLR,Departure,,Bhuj (BHJ / VABJ),10 Aug,06:35 IST,,,,,,,,06:00:00
"Sun, 10. Aug",Landed,6E1601 IGO1601,IndiGo,6E/IGO,Departure,,Jakarta (CGK / WIII),10 Aug,06:35 IST,10 Aug,07:22 IST,47.0,10 Aug,15:00 WIB,10.0,,06:00:00
"Sun, 10. Aug",Landed,TK721 THY47G,Turkish Airlines,TK/THY,Departure,,Istanbul (IST / LTFM),10 Aug,06:40 IST,10 Aug,07:11 IST,31.0,10 Aug,10:47 UTC+03,-7.0,,06:00:00
"Sun, 10. Aug",Landed,6E294 IGO75Q,IndiGo,6E/IGO,Departure,,Indore (IDR / VAID),10 Aug,06:40 IST,10 Aug,06:36 IST,-3.0,10 Aug,07:35 IST,-24.0,,06:00:00
"Sun, 10. Aug",Landed,AI2428 AIC2428,Air India,AI/AIC,Departure,,Delhi (DEL / VIDP),10 Aug,06:40 IST,10 Aug,06:47 IST,7.0,10 Aug,08:32 IST,-12.0,,06:00:00
"Sun, 10. Aug",Landed,AI2771 AIC2771,Air India,AI/AIC,Departure,,Kolkata (CCU / VECC),10 Aug,06:45 IST,10 Aug,06:52 IST,7.0,10 Aug,09:17 IST,-12.0,,06:00:00
"Sun, 10. Aug",Landed,3S623 BOX623,AeroLogic,3S/BOX,Departure,,Frankfurt (FRA / EDDF),10 Aug,06:45 IST,10 Aug,07:39 IST,54.0,10 Aug,12:20 CEST,15.0,,06:00:00
"Sun, 10. Aug",Landed,LO76 LOT76,LOT - Polish Airlines,LO/LOT,Departure,,Warsaw (WAW / EPWA),10 Aug,06:50 IST,10 Aug,07:03 IST,13.0,10 Aug,11:06 CEST,-1.0,,06:00:00
"Sun, 10. Aug",Landed,AI2821 AIC2821,Air India,AI/AIC,Departure,,Chennai (MAA / VOMM),10 Aug,06:50 IST,10 Aug,06:54 IST,4.0,10 Aug,08:28 IST,-26.0,,06:00:00
"Sun, 10. Aug",Landed,SG115 SEJ115,SpiceJet,SG/SEJ,Departure,,Darbhanga (DBR / VE89),10 Aug,06:50 IST,10 Aug,07:06 IST,16.0,10 Aug,09:41 IST,26.0,,06:00:00
"Sun, 10. Aug",Landed,AI601 AIC601,Air India,AI/AIC,Departure,,Bhuj (BHJ / VABJ),10 Aug,06:50 IST,10 Aug,07:14 IST,24.0,10 Aug,08:10 IST,5.0,,06:00:00
"Sun, 10. Aug",Landed,AI2873 AIC2873,Air India,AI/AIC,Departure,,Hyderabad (HYD / VOHS),10 Aug,07:00 IST,10 Aug,07:07 IST,7.0,10 Aug,08:10 IST,-29.0,,06:00:00
"Sun, 10. Aug",Landed,6E301 IGO6DY,IndiGo,6E/IGO,Departure,,Delhi (DEL / VIDP),10 Aug,07:00 IST,10 Aug,07:00 IST,,10 Aug,08:42 IST,-27.0,,06:00:00
"Sun, 10. Aug",Landed,IX1026 AXB1026,Air India Express,IX/AXB,Departure,,Visakhapatnam (VTZ / VEVZ),10 Aug,07:00 IST,10 Aug,07:10 IST,10.0,10 Aug,08:59 IST,-5.0,,06:00:00
"Sun, 10. Aug",Landed,QP1410 AKJ141J,AirKenya,QP/XAK,Departure,,Delhi (DEL / VIDP),10 Aug,07:05 IST,10 Aug,07:05 IST,,10 Aug,08:59 IST,-20.0,,06:00:00
"Sun, 10. Aug",Landed,6E6133 IGO6133,IndiGo,6E/IGO,Departure,,Rajkot (HSR / VAHS),10 Aug,07:05 IST,10 Aug,07:13 IST,8.0,10 Aug,07:54 IST,-20.0,,07:00:00
"Sun, 10. Aug",Landed,KU304 KAC304,Kuwait Airways,KU/KAC,Departure,,Kuwait City (KWI / OKBK),10 Aug,07:15 IST,10 Aug,07:28 IST,13.0,10 Aug,08:26 UTC+03,-38.0,,07:00:00
"Sun, 10. Aug",Landed,AI2591 AIC2591,Air India,AI/AIC,Departure,,Indore (IDR / VAID),10 Aug,07:20 IST,10 Aug,07:29 IST,9.0,10 Aug,08:36 IST,-23.0,,07:00:00
"Sun, 10. Aug",Landed,6E5246 IGO960K,IndiGo,6E/IGO,Departure,,Hyderabad (HYD / VOHS),10 Aug,07:20 IST,10 Aug,07:18 IST,-1.0,10 Aug,08:20 IST,-29.0,,07:00:00
